,state,gender,avg_fam_income,pobc2,avggift,domain,target_d,med_home_val_transformed
2428,CA,Female,411.0,46,11,U2,5.0,1.2221237240016887
2429,IL,Female,293.0,57,10,U4,10.0,-0.3388492701563192
2430,TX,Female,457.0,70,15,S1,15.0,-0.10346164470397709
2431,MI,Female,299.0,50,8,T3,10.0,-1.177715630377645
2432,SC,Female,436.0,42,8,C1,20.0,-0.1253574946920523
2433,AA,U,0.0,0,8,S2,15.0,-4.179469891894217
2434,AZ,Female,633.0,25,20,T1,10.0,0.7114246958593071
2435,OR,Male,372.0,44,11,R2,15.0,-0.32046751350736113
2436,TX,Female,553.0,42,15,C1,14.0,-0.2778602717078386
2437,CA,Male,430.0,24,13,U2,20.0,1.4677050203946431
2438,AL,Female,213.0,89,11,R3,18.0,-0.06619109866990172
2439,OR,Female,655.0,37,15,S1,15.0,0.5245085230406995
2440,CA,Female,498.0,66,10,C2,5.0,0.4409306280254726
2441,WA,U,287.0,44,14,T2,25.0,-0.23952881647080715
2442,TX,Female,383.0,73,7,C1,8.0,-0.4740495607959138
2443,NE,Male,402.0,51,7,C2,10.0,-0.48880961313053733
2444,IL,Female,350.0,83,10,C3,15.0,-1.0838748290372915
2445,AR,Male,213.0,32,6,R3,5.0,-1.1536108946712222
2446,CA,Female,539.0,56,8,C1,15.0,0.8486837461334982
2447,WY,U,269.0,36,5,C2,7.0,0.3276070630594661
2448,AZ,Female,322.0,28,10,U3,15.0,-0.43776732641974864
2449,CA,Male,462.0,37,7,U1,14.0,1.4475594830794396
2450,IL,Female,374.0,85,5,0,10.0,-0.9571365026048338
2451,CA,Female,384.0,27,7,S1,10.0,1.6907620960086946
2452,TX,Female,325.0,68,20,T2,20.0,-0.26177566778737754
2453,CA,Female,665.0,36,13,S1,10.0,1.9575214609908538
2454,CA,Female,369.0,34,22,U2,46.0,1.1966075213408367
2455,IL,Female,495.0,71,7,S1,7.0,0.20290268397093275
2456,OR,Female,297.0,58,13,U4,22.0,-0.9266054347261274
2457,UT,Male,386.0,76,6,T2,6.0,-0.2973813411869778
2458,CA,Male,618.0,39,6,S1,8.0,1.5012762442962826
2459,TX,Male,626.0,61,8,R2,11.0,0.15015237148295188
2460,IN,Female,417.0,68,17,C3,20.0,-0.3935969734643643
2461,FL,Female,360.0,14,9,C2,10.0,-0.30723372453588427
2462,WA,Female,505.0,45,18,R1,25.0,-0.028361864117073643
2463,NC,U,258.0,89,15,T2,25.0,-0.8603035253019408
2464,NE,Male,376.0,81,6,R2,7.0,-0.8942830855083619
2465,NM,Male,642.0,22,7,S1,8.0,0.7821623788879272
2466,KS,Female,284.0,61,5,T3,5.0,-0.8723433383083242
2467,WA,U,439.0,37,20,S2,25.0,-0.06477440818245657
2468,CA,Male,517.0,54,15,S2,21.0,1.001362184790554
2469,Tennessee,Female,332.0,69,4,R2,2.0,-0.7878940651988637
2470,TX,Male,420.0,59,11,R1,15.0,-0.07756885778399793
2471,CO,Female,874.0,34,18,S1,20.0,1.036405660530484
2472,IL,Male,588.0,67,8,C1,15.0,0.22809023379611454
2473,OR,Male,509.0,47,5,0,12.0,-0.020071757188236283
2474,CA,Male,771.0,54,15,U1,10.0,1.9123726181130354
2475,FL,U,300.0,10,8,C2,15.0,-0.5570880686073313
2476,WI,U,350.0,77,4,T2,5.0,-0.8942830855083619
2477,FL,Female,242.0,6,13,S1,22.0,-0.6450517741898251
2478,WI,U,319.0,90,5,C3,5.0,-0.9066246950430605
2479,WA,Female,421.0,53,10,C1,12.0,-0.25857832880255766
2480,CA,Female,320.0,62,9,T2,11.0,0.6417317948911664
2481,SD,Male,299.0,80,5,R2,10.0,-1.5345025854390781
2482,OK,Female,303.0,66,12,T2,20.0,-1.1565994392259056
2483,GA,Female,329.0,76,9,R2,10.0,-0.7697987172988613
2484,CT,Male,401.0,48,8,0,10.0,0.5435715500317924
2485,CA,Female,440.0,58,18,C2,20.0,1.2797766847178889
2486,SC,Female,515.0,43,13,S1,100.0,0.20411043249661748
2487,MI,Male,649.0,58,7,S2,10.0,0.2866335330509702
2488,OR,Female,182.0,23,9,R2,6.0,-0.5648713021079834
2489,MO,Female,371.0,64,8,S2,10.0,-0.6205341092678468
2490,CA,Male,400.0,33,4,S2,5.0,1.0325422110603044
2491,TX,Female,398.0,51,8,U1,10.0,-0.6783983769824377
2492,OR,Male,220.0,43,15,T1,20.0,-0.9804947175069362
2493,CA,Female,350.0,58,6,T2,8.0,0.29696658956190813
2494,WA,Female,593.0,36,8,S1,12.0,0.9624873683785597
2495,NC,U,396.0,49,7,R2,8.0,0.171200886104598
2496,CA,Male,481.0,44,20,T2,15.0,0.9712810542080079
2497,MI,Male,384.0,85,8,R2,10.0,-0.6491784439248826
2498,KS,Female,510.0,52,20,R2,15.0,-0.09190307000157924
2499,FL,Female,306.0,63,25,R2,10.0,-0.8723433383083242
2500,CA,Female,483.0,55,9,C1,10.0,0.7223405517926482
2501,CA,Male,639.0,61,12,S2,16.0,1.2242358485400848
2502,NV,Male,575.0,18,8,T2,8.0,0.3038217317866519
2503,IL,Male,549.0,64,6,S1,5.0,-0.0732929453247614
2504,CA,Female,617.0,42,6,U1,15.0,1.3171165770271476
2505,FL,Male,485.0,44,19,C2,20.0,-0.09911758109306257
2506,AR,Female,336.0,55,9,R2,11.0,-0.7765573376418251
2507,CA,Male,835.0,56,11,S1,12.0,2.228437456537763
2508,NV,Female,417.0,40,23,R2,23.0,0.1136373172156976
2509,MN,Male,652.0,54,15,0,20.0,-0.04927083623243834
2510,CO,Female,359.0,61,15,R2,25.0,-0.765310838150623
2511,TX,Female,1013.0,46,9,U1,13.0,2.6851752810628877
2512,IL,Male,592.0,79,14,T1,25.0,-0.010452081332219473
2513,OR,Female,264.0,51,7,C3,8.0,-0.7630722195156863
2514,OK,Female,317.0,75,5,C2,7.0,-1.455797745331494
2515,OR,Female,448.0,51,8,T2,9.0,-0.27947779967767405
2516,CA,Female,669.0,37,32,U1,35.0,1.8809039764180806
2517,Tennessee,Female,237.0,16,7,T2,10.0,-0.5301633671673018
2518,NE,Female,472.0,65,6,S2,5.0,-0.43418631653725026
2519,KS,Male,1068.0,18,9,S1,15.0,2.1891921671691787
2520,NM,Female,370.0,50,6,U2,9.0,-0.3523556391358359
2521,WA,Female,538.0,45,7,S1,5.0,0.5021849635978973
2522,IN,Female,378.0,64,3,S2,5.0,-0.7233684848482889
2523,OR,Female,311.0,57,9,S2,13.0,-0.783348439151691
2524,AZ,Female,317.0,42,13,T2,11.0,-0.5904533592322683
2525,OK,Female,296.0,76,11,R2,13.0,-0.7675529997275335
2526,CA,Female,440.0,56,6,S2,3.0,0.7196174750940033
2527,AR,Female,276.0,76,10,R2,10.0,-0.8796178721734655
2528,IL,Male,597.0,54,21,C1,25.0,0.10470481745992702
2529,FL,Male,351.0,11,12,C2,12.0,-0.2762444041624213
2530,MN,Female,491.0,84,5,T1,9.0,-0.20056117093869524
2531,CA,Female,713.0,54,7,U1,15.0,1.7071004136917853
2532,AL,Female,313.0,81,5,R2,6.0,-0.9648778023237137
2533,PA,Female,723.0,61,15,S1,10.0,1.2086963425306894
2534,Tennessee,Female,270.0,79,5,T2,5.0,-0.8224628679896924
2535,TX,Female,193.0,89,9,T3,20.0,-1.2955488686149568
2536,CO,Male,599.0,38,5,T1,25.0,0.31292063524831254
2537,IN,U,372.0,79,6,R2,6.0,-0.9165785822204294
2538,MO,Female,680.0,60,6,S1,15.0,0.08281373380455122
2539,MI,Female,324.0,80,5,S3,10.0,-1.1716469826328046
2540,CA,Female,444.0,69,6,S2,8.0,-0.05629981172061323
2541,AP,U,0.0,0,11,T2,20.0,-4.179469891894217
2542,OR,Female,149.0,40,3,U4,3.0,-1.5304398366754985
2543,IL,Female,706.0,46,17,S1,25.0,0.9391143835677707
2544,NM,Female,482.0,37,14,S1,16.0,0.0394914715199048
2545,CO,Male,458.0,66,6,S2,10.0,-0.1867624586355817
2546,CA,Male,628.0,43,14,S1,10.0,1.855831640324608
2547,CA,Male,626.0,49,20,S1,20.0,1.5806068074483652
2548,CO,Female,461.0,37,26,S1,10.0,0.0394914715199048
2549,CA,Male,651.0,51,9,S1,12.0,1.1865982266216841
2550,MI,Female,446.0,75,15,U3,10.0,-0.765310838150623
2551,CA,Female,478.0,55,5,S2,20.0,1.2410553626873262
2552,AR,Female,356.0,77,7,T2,5.0,-0.8820512613457141
2553,IL,Male,759.0,72,35,S1,25.0,1.0700862808633316
2554,CA,U,286.0,54,8,C2,10.0,-0.28921805970893805
2555,CA,Male,437.0,56,15,S2,15.0,0.49604910075722003
2556,TX,Female,382.0,46,13,S1,20.0,-0.025593881007073858
2557,OK,Female,347.0,72,12,S1,20.0,-0.8796178721734655
2558,UT,Male,358.0,86,50,R2,50.0,-0.2778602717078386
2559,MI,Female,534.0,86,13,S2,15.0,-0.0022507742505756944
2560,IL,Female,488.0,54,21,U1,15.0,0.5001419671283809
2561,WI,Female,218.0,62,9,U4,20.0,-1.1182762604360532
2562,MO,Female,879.0,47,13,S1,15.0,1.6839659352075569
2563,MN,Female,542.0,61,11,C1,25.0,0.06718881114778348
2564,CO,Male,328.0,67,8,R2,11.0,-0.20827886572589388
2565,CA,Male,795.0,40,8,C3,11.0,1.9874651052752144
2566,TX,Male,518.0,67,9,T2,15.0,-0.2348019988038995
2567,TX,Male,377.0,88,13,R2,17.0,-0.5301633671673018
2568,CA,Female,559.0,54,14,S2,10.0,1.1923238101961247
2569,MI,Female,623.0,68,12,0,15.0,0.03816108792238135
2570,CA,Female,347.0,65,13,R2,25.0,0.030156525652356637
2571,CA,Female,508.0,59,3,S1,5.0,0.5594727674641145
2572,LA,Male,316.0,86,10,R2,20.0,-0.6024118283987882
2573,WI,Female,472.0,88,17,T2,20.0,-0.1928805454912573
2574,OR,Female,251.0,49,5,T2,5.0,-0.911592595077264
2575,TX,Male,485.0,60,4,U2,5.0,-0.149043282805675
2576,MI,Female,481.0,85,14,S2,15.0,-0.29084732261575147
2577,CO,Female,394.0,36,13,T2,25.0,0.18956143930964
2578,FL,Female,607.0,30,4,S1,5.0,0.492973413170236
2579,CA,Male,508.0,49,9,S1,14.0,1.270852085196554
2580,CA,Female,1078.0,47,16,C1,20.0,2.919976800022418
2581,FL,Female,561.0,27,12,S1,21.0,0.27855447773683145
2582,MI,Female,343.0,89,8,R2,10.0,-0.7452892745482211
2583,AL,U,231.0,95,14,C3,20.0,-1.086707356544544
2584,Tennessee,Female,236.0,61,8,C3,11.0,-1.0586526952537085
2585,FL,Female,354.0,12,13,C2,10.0,-0.24426975932149408
2586,CA,Female,580.0,51,12,S1,15.0,1.381388891848854
2587,NM,Female,386.0,37,13,S1,10.0,-0.07187011520822334
2588,TX,Female,233.0,49,8,U4,7.0,-1.2988919257125637
2589,Tennessee,Female,130.0,78,6,T3,8.0,-1.6635478958384253
2590,KS,Female,421.0,68,3,S2,6.0,-0.45036765256158295
2591,CA,Male,398.0,60,17,R2,50.0,0.46401357365652757
2592,MO,Male,439.0,61,12,R2,5.0,-0.34390039815382273
2593,GA,Female,452.0,83,7,T1,14.0,-0.4288305312721581
2594,CA,Male,658.0,57,15,T1,21.0,1.2528868012095158
2595,OR,Male,280.0,41,57,0,100.0,-0.5187714060133279
2596,NM,Female,332.0,53,10,T2,15.0,-0.40935182873983966
2597,NM,Male,453.0,30,13,C1,12.0,-0.20364377727494642
2598,CA,Female,858.0,46,10,C1,20.0,2.213177236387387
2599,OR,Female,420.0,51,9,C2,15.0,-0.16553094668635548
2600,CA,Female,622.0,22,6,U2,10.0,0.9728757116939152
2601,Tennessee,U,393.0,84,13,T2,15.0,-0.7452892745482211
2602,CA,Female,512.0,35,20,U1,20.0,1.6265004854327574
2603,UT,Male,237.0,41,4,C2,5.0,-0.62662503917123
2604,NC,Male,343.0,73,7,R2,5.0,-0.3455877645590562
2605,CA,Female,542.0,30,10,T2,13.0,1.1951806121611401
2606,CO,Female,335.0,31,7,C3,7.0,-0.2458532295182031
2607,AR,Female,377.0,74,10,T2,10.0,-0.4005791665247548
2608,MI,Male,348.0,77,15,T2,25.0,-1.0838748290372915
2609,Tennessee,Female,652.0,45,10,S1,13.0,0.46817905641392976
2610,FL,Female,274.0,26,7,C3,5.0,-0.17611163874334154
2611,MI,Female,571.0,67,7,S1,15.0,0.32535553889605684
2612,IN,Female,628.0,57,5,S1,10.0,0.13513732328902714
2613,MI,Male,500.0,89,11,T2,25.0,-0.14457571784693507
2614,WA,Female,377.0,60,12,U2,10.0,-0.4288305312721581
2615,NC,Male,401.0,58,20,T2,50.0,-0.6932327382192155
2616,IL,Male,384.0,62,5,C3,10.0,-0.5378065853949795
2617,NC,U,381.0,85,14,R2,10.0,-0.522559087368877
2618,NE,Female,618.0,57,15,S1,15.0,0.11490956515767395
2619,NC,Male,512.0,64,10,C1,12.0,-0.010452081332219473
2620,IL,Male,397.0,85,3,S2,3.0,-0.07614231411431312
2621,MO,Male,225.0,62,6,R2,5.0,-0.7765573376418251
2622,CA,Female,795.0,40,7,C3,7.0,1.9874651052752144
2623,Tennessee,Male,396.0,60,10,T2,10.0,-0.706070663033829
2624,FL,Female,544.0,20,3,S1,2.0,0.22332072365254935
2625,NE,Female,319.0,45,9,R2,14.0,-0.9597120200000968
2626,CA,Male,442.0,53,8,T2,10.0,0.8563115282295658
2627,IL,Female,297.0,69,23,T3,30.0,-1.0475956612736832
2628,NC,U,357.0,89,25,R3,30.0,-0.8412546318230978
2629,FL,Male,410.0,38,20,C2,20.0,0.30153964818346896
2630,MI,Female,424.0,80,25,S2,50.0,-0.4395609944802861
2631,CA,Male,734.0,32,7,C1,6.0,2.2140776097668375
2632,SC,Female,381.0,81,10,T2,16.0,-0.9989462943700858
2633,SD,Female,364.0,78,10,T2,10.0,-0.8699269803483153
2634,MN,Female,360.0,82,5,R2,3.0,-0.570735676686458
2635,CA,Female,404.0,57,4,T2,5.0,0.2245143298064847
2636,MS,U,235.0,95,20,C3,25.0,-0.8412546318230978
2637,MI,Male,535.0,69,17,S1,20.0,0.19685125308588844
2638,CA,Male,842.0,41,8,S1,10.0,2.6907414315671416
2639,FL,Female,331.0,17,6,0,11.0,-0.41287500574457836
2640,CA,Male,569.0,57,19,S2,25.0,1.2037272133237424
2641,OR,Female,386.0,52,7,R2,5.0,-0.5435648326022793
2642,IL,Female,580.0,73,8,C1,15.0,-0.09622795056489654
2643,MO,Female,196.0,61,9,R3,11.0,-1.2432405690319621
2644,IA,Female,510.0,64,33,T1,75.0,-0.3557506873310086
2645,MI,Male,394.0,77,26,U3,100.0,-1.0016030513275997
2646,AZ,Female,306.0,44,17,S2,20.0,-0.6164875295299493
2647,WI,U,357.0,74,8,C3,10.0,-1.1240989872981264
2648,VT,U,353.0,39,3,0,4.0,-0.06477440818245657
2649,IL,Female,330.0,68,17,T2,25.0,-0.7810811072350454
2650,MO,Male,284.0,79,15,R3,15.0,-0.9571365026048338
2651,WA,Female,487.0,25,6,S2,20.0,0.3654520041561815
2652,WA,U,477.0,66,25,S1,25.0,0.6379411946434672
2653,OR,Male,448.0,57,11,S2,15.0,-0.8178041668023199
2654,FL,Female,302.0,27,6,U4,15.0,-0.783348439151691
2655,CA,Female,523.0,69,8,U1,20.0,1.858456322858561
2656,CO,Female,493.0,28,12,T1,15.0,0.2411393116118554
2657,CA,Female,438.0,60,4,U2,7.0,0.40035105229528833
2658,MO,Female,284.0,79,8,R3,10.0,-0.9571365026048338
2659,SD,Male,389.0,63,7,C2,10.0,-0.522559087368877
2660,IL,Female,292.0,80,5,U4,5.0,-0.6699895187893803
2661,CA,Female,776.0,44,15,U1,15.0,2.258226258649724
2662,FL,Female,253.0,36,7,R2,5.0,-0.359153193177214
2663,SD,Male,309.0,64,9,0,10.0,-1.2855731709702545
2664,CO,Female,292.0,62,2,C3,3.0,-0.5301633671673018
2665,FL,Female,488.0,32,9,C2,15.0,-0.14308926855026863
2666,TX,Female,251.0,86,5,U4,6.0,-1.0421015551126793
2667,MN,Female,416.0,78,9,S2,25.0,-0.1268277580034095
2668,MN,Male,320.0,82,5,U3,10.0,-0.45036765256158295
2669,MO,Female,453.0,43,19,T1,25.0,0.32084387366931777
2670,MS,Male,251.0,87,8,R3,10.0,-1.1240989872981264
2671,IN,Male,372.0,68,10,S3,13.0,-0.8271371428638195
2672,TX,Female,253.0,77,14,R2,20.0,-0.9066246950430605
2673,CA,Male,523.0,48,10,U2,38.0,1.0263451032232767
2674,CA,Female,864.0,38,7,S2,12.0,2.074081931281824
2675,CA,Female,267.0,50,12,U3,10.0,0.1439121156978522
2676,MO,Female,386.0,75,4,R2,10.0,-0.30229978580689465
2677,CA,Female,544.0,58,8,S1,20.0,0.682930353049961
2678,MN,Female,265.0,76,8,R2,5.0,-0.862703126403662
2679,TX,Male,724.0,28,6,C1,10.0,0.5133807898900072
2680,CA,Female,451.0,49,10,S2,15.0,0.7114246958593071
2681,Tennessee,Male,217.0,85,4,R2,5.0,-1.2053859797407833
2682,CA,Female,1331.0,36,22,S1,25.0,2.9749948717846775
2683,AL,Female,438.0,67,11,T2,15.0,-0.2730176345438283
2684,FL,Female,831.0,25,10,S1,3.0,0.7680460677255246
2685,TX,Male,692.0,37,4,U1,5.0,0.35993686189749036
2686,IA,Male,399.0,74,6,C2,10.0,-0.5131077982825574
2687,CA,Female,409.0,43,10,U2,15.0,1.0209068003886237
2688,CA,Female,373.0,56,22,C2,35.0,0.3577260125854609
2689,CA,Female,203.0,39,14,U4,25.0,0.5265245063639589
2690,IL,Female,270.0,92,6,T3,10.0,-1.2561147333975038
2691,WA,Female,366.0,37,10,S2,10.0,0.16873794420701352
2692,SC,Female,344.0,53,11,T2,11.0,-0.5206640477239644
2693,AK,U,663.0,26,25,T3,20.0,0.7349968447058625
2694,MT,U,307.0,57,13,R2,35.0,-0.7901723867591488
2695,MN,Male,573.0,64,14,S1,15.0,-0.07899664431462551
2696,MO,Female,481.0,71,11,S2,15.0,-0.27947779967767405
2697,NV,Female,422.0,19,11,S2,13.0,0.09829556665156579
2698,WA,U,341.0,40,9,C2,10.0,-0.3642710186102954
2699,FL,Female,464.0,4,4,C2,5.0,0.36985185942152554
2700,AL,U,351.0,85,25,T2,25.0,-0.6911041764266302
2701,IL,Female,595.0,67,9,C1,12.0,-0.14606353470261657
2702,CO,Male,557.0,24,12,T2,15.0,0.35107693044753685
2703,OK,U,320.0,59,3,R2,4.0,-0.8507464268764371
2704,WA,U,471.0,50,16,S1,20.0,0.02345668928265996
2705,IA,Male,390.0,89,5,R2,8.0,-1.0475956612736832
2706,IL,Male,475.0,67,10,U2,13.0,0.6417317948911664
2707,AZ,Male,403.0,28,13,S1,15.0,-0.057709215342130006
2708,CA,Female,399.0,50,20,U3,25.0,0.45983850202014354
2709,CA,Female,536.0,31,9,S2,10.0,1.6941523532187173
2710,NC,U,333.0,77,3,T3,5.0,-0.44135677899237363
2711,TX,Male,278.0,79,10,T2,12.0,-1.004265084547389
2712,CA,Male,717.0,40,12,S1,14.0,1.588323161824794
2713,WA,U,271.0,64,20,T2,20.0,0.2411393116118554
2714,TX,Female,262.0,44,11,C1,25.0,-0.5454892083742431
2715,GA,Female,1065.0,29,15,S1,21.0,1.8819426677142252
2716,GA,Female,465.0,62,10,C1,10.0,-0.2957452832910233
2717,FL,Male,421.0,42,6,R2,10.0,-0.36940583980422775
2718,FL,Female,493.0,20,11,S2,13.0,0.46401357365652757
2719,CO,Male,251.0,41,12,C3,15.0,-0.3625631948386197
2720,NC,U,324.0,89,9,T2,11.0,-0.7168573050723431
2721,CA,Female,277.0,38,5,T2,5.0,-0.2957452832910233
2722,CA,Male,754.0,43,16,T1,10.0,1.8299471871625255
2723,WA,Female,347.0,56,5,S2,5.0,-0.4058367372672846
2724,NC,U,362.0,83,4,T2,8.0,-0.41463963984944424
2725,MI,Female,430.0,91,5,T2,5.0,-0.6124520980725287
2726,GA,Female,604.0,56,7,T1,10.0,0.21853807328081232
2727,CA,Male,664.0,51,9,S1,15.0,1.9459388107464513
2728,CA,Female,454.0,47,12,U2,25.0,1.3124012069802904
2729,UT,Female,420.0,74,5,T2,5.0,-0.3625631948386197
2730,CA,U,374.0,30,36,0,100.0,1.0309947365740517
2731,CA,Female,732.0,63,11,S1,15.0,1.851099526435258
2732,AZ,Female,347.0,30,15,S2,15.0,-0.10201233759868338
2733,Tennessee,Female,300.0,75,11,R2,22.0,-0.6637147829692871
2734,IN,Male,387.0,84,9,R2,11.0,-0.5358921050074062
2735,TX,Female,516.0,72,9,T2,14.0,0.04480247705386058
2736,KY,Male,779.0,58,9,S1,15.0,0.519458842379068
2737,AZ,Female,296.0,12,52,T3,50.0,-0.13124655836875324
2738,GA,Male,569.0,74,9,T1,35.0,-0.036693714376620876
2739,TX,Female,349.0,84,9,S3,10.0,-1.0016030513275997
2740,IL,Female,304.0,76,7,R3,7.0,-1.2273302807146393
2741,CO,Female,269.0,44,7,R2,11.0,-0.7878940651988637
2742,CA,Female,554.0,55,11,T1,15.0,1.1772598545711748
2743,MI,Female,257.0,85,8,R3,10.0,-0.9392435224150162
2744,CA,Male,456.0,50,8,S1,12.0,1.372232948957692
2745,TX,Female,987.0,38,13,S1,20.0,1.5123509636122172
2746,IA,Female,560.0,70,7,T1,15.0,-0.522559087368877
2747,FL,Male,508.0,32,10,S1,21.0,-0.028361864117073643
2748,AZ,Male,271.0,13,12,R2,20.0,-0.3625631948386197
2749,KY,Female,191.0,92,3,R3,4.0,-1.4406642096816376
2750,FL,Female,705.0,33,7,C1,10.0,0.4546060997197235
2751,MI,Female,0.0,0,8,U4,10.0,-4.179469891894217
2752,WI,Female,500.0,63,12,T2,15.0,0.245860283356932
2753,FL,Female,615.0,30,10,S1,11.0,0.8290529250337461
2754,FL,Female,379.0,26,14,S2,15.0,-0.1253574946920523
2755,CO,Female,469.0,29,9,S3,15.0,-0.057709215342130006
2756,CA,Female,318.0,34,5,U4,6.0,0.6976907718994624
2757,FL,Female,300.0,11,15,C2,15.0,-0.32712671755413814
2758,TX,Male,473.0,77,4,C2,5.0,-0.6533168573520618
2759,AZ,Female,543.0,25,13,S2,20.0,-0.1194897174986665
2760,IL,Male,487.0,84,7,T2,10.0,-0.30229978580689465
2761,SC,Male,563.0,43,13,S1,15.0,-0.21137641649841554
2762,CA,Female,766.0,25,15,U1,17.0,2.629208301957156
2763,KS,Female,289.0,61,9,R3,13.0,-1.3293915765792006
2764,KS,Female,278.0,84,4,R3,4.0,-1.7291954218585694
2765,CA,Female,930.0,47,9,C1,12.0,2.5145730347759434
2766,CO,Male,298.0,50,6,R2,10.0,-0.5339800800365458
2767,CA,Male,412.0,41,20,U1,45.0,0.9309899610703675
2768,IL,Male,464.0,64,6,S2,6.0,0.10598376812996894
2769,CA,Female,503.0,49,11,U1,16.0,1.4814457343165952
2770,CA,Male,691.0,54,15,T1,20.0,1.9560139921652324
2771,GA,Male,387.0,82,9,T2,18.0,-0.4740495607959138
2772,SD,Male,340.0,77,6,R2,3.0,-1.0421015551126793
2773,TX,Female,641.0,50,16,S2,25.0,0.9616859979720477
2774,CO,Male,347.0,44,13,T2,40.0,-0.37283856098748525
2775,GA,Male,298.0,63,6,R2,11.0,-0.3188071451347322
2776,TX,Female,632.0,64,17,T1,15.0,0.43564315144527044
2777,CA,Female,551.0,65,9,T1,14.0,0.6717836810172056
2778,FL,Female,299.0,14,6,U3,10.0,-0.1327221713705959
2779,CA,Female,348.0,48,13,S1,25.0,1.465197197576648
2780,WA,U,445.0,50,8,R2,12.0,-0.060531650280424745
2781,CA,Male,634.0,43,8,S1,10.0,2.1941901684674505
2782,CA,Male,304.0,44,11,R2,10.0,-0.1194897174986665
2783,CA,Male,844.0,53,20,S1,20.0,2.5379260646548154
2784,MO,Female,612.0,60,10,C1,20.0,0.2981109684391906
2785,WY,U,463.0,43,11,C1,15.0,-0.13419912887070806
2786,WA,U,460.0,44,9,S2,11.0,0.48886440733300107
2787,LA,Male,571.0,75,8,C1,10.0,0.028818703475306785
2788,LA,Male,655.0,62,7,T1,10.0,0.17734285096361926
2789,SC,Male,326.0,80,10,R2,16.0,-0.7541529159608809
2790,CA,Female,453.0,58,23,S2,12.0,1.1084317867099656
2791,CA,Male,457.0,60,25,R2,25.0,0.41111896568452055
2792,CA,Female,537.0,53,10,S2,20.0,0.8401730683545473
2793,CA,Female,413.0,47,11,S2,2.0,0.6502326791816928
2794,MI,Male,373.0,93,9,S2,13.0,-0.8271371428638195
2795,AZ,Male,516.0,34,6,T1,8.0,0.19442473379647945
2796,CA,Female,858.0,46,6,C1,20.0,2.213177236387387
2797,MS,Male,288.0,86,7,R2,16.0,-0.8771887669098871
2798,NE,Female,321.0,74,5,T2,5.0,-0.7299094420615095
2799,CO,Male,472.0,50,4,T1,10.0,-0.15501931913464834
2800,SC,Female,356.0,34,12,T2,40.0,-0.1282993545107191
2801,MT,Male,260.0,76,12,R2,20.0,-1.0838748290372915
2802,OK,Male,253.0,65,5,T3,5.0,-1.367722867920667
2803,OR,Female,412.0,56,16,S2,20.0,-0.25538744557104415
2804,GA,Male,1114.0,40,12,S1,19.0,2.313694924449944
2805,MI,Female,235.0,59,10,C3,11.0,-1.1417253537589642
2806,MN,Male,484.0,78,11,0,11.0,-0.05629981172061323
2807,NV,Male,588.0,22,5,T1,5.0,1.0927306924907392
2808,WA,Female,228.0,72,23,R2,50.0,-0.9936485125000042
2809,TX,Male,327.0,75,8,C2,8.0,-0.8483673964863169
2810,Tennessee,Female,413.0,66,12,S2,20.0,-0.46672328953925135
2811,GA,Male,565.0,33,7,S1,15.0,0.7421913514185516
2812,IL,Female,536.0,72,13,S1,20.0,0.2004846533932641
2813,NC,U,354.0,83,7,T2,8.0,-0.6245919090904313
2814,WA,U,544.0,55,7,T1,10.0,0.6140740338658208
2815,CA,Male,415.0,69,6,T2,9.0,0.0776214765502748
2816,IL,U,493.0,36,9,C1,16.0,-0.060531650280424745
2817,OK,Female,484.0,59,6,T1,5.0,-0.3642710186102954
2818,IL,Female,664.0,67,15,U1,15.0,0.9903326872336901
2819,TX,Female,608.0,50,21,T1,35.0,0.1275800167600765
2820,CA,Male,570.0,44,8,C1,10.0,1.2312606620595286
2821,NM,Male,326.0,63,9,T2,15.0,-0.4058367372672846
2822,MI,Male,316.0,93,16,R3,37.0,-0.8771887669098871
2823,IL,Male,1093.0,42,20,U1,20.0,-0.031134485301527865
2824,CA,Female,674.0,55,10,S1,15.0,1.234063896864755
2825,IL,Female,399.0,58,5,U3,11.0,-0.6306998053501719
2826,ID,Male,232.0,50,15,R3,10.0,-1.3191413753892396
2827,MI,Female,437.0,91,4,R2,4.0,-0.44315468576614836
2828,MI,Female,213.0,70,13,U4,15.0,-1.8041511756787942
2829,IN,Male,322.0,87,11,R2,10.0,-1.106708269157125
2830,NV,Male,343.0,23,12,C3,6.0,-0.31218327122925493
2831,WA,U,529.0,58,16,T1,25.0,-0.15501931913464834
2832,TX,Female,491.0,54,14,S2,20.0,-0.41817502651952904
2833,WA,U,420.0,66,3,R2,5.0,-0.9648778023237137
2834,SC,Female,247.0,79,7,R2,8.0,-0.9091063936988398
2835,NV,Female,413.0,19,9,R2,8.0,0.08151716435751458
2836,CO,Male,529.0,31,7,S1,12.0,-0.0049800489099860535
2837,IL,Male,300.0,80,8,R2,10.0,-1.1358232566070894
2838,NC,U,417.0,68,4,T2,10.0,-0.07044851795921828
2839,AR,Female,454.0,56,6,C2,8.0,-0.3388492701563192
2840,CO,Male,438.0,55,27,S2,45.0,-0.149043282805675
2841,IA,Male,335.0,79,9,R2,13.0,-0.8436215150088678
2842,SC,Female,289.0,73,7,T2,8.0,-0.8483673964863169
2843,IN,Male,333.0,76,10,T2,12.0,-0.9091063936988398
